#category_id,names,icon
1|en_US:Ads;zh_CN:骚扰;ru_RU:Реклама|http://file.market.xiaomi.com/download/FoundApp/02482741c3cc14e6c1f28681d1cb18cde7bd5e672
2|en_US:Delivery;zh_CN:推销;ru_RU:Доставка|http://file.market.xiaomi.com/download/FoundApp/060b2c4d3983c44ef2ba27365da9b736cdd19c846
3|en_US:Partner;zh_CN:中介;ru_RU:Партнер|http://file.market.xiaomi.com/download/FoundApp/025ac43ae13872ddcdfa30d67b774a2652a4154b3
4|en_US:Taxi;zh_CN:快递送餐;ru_RU:Такси|http://file.market.xiaomi.com/download/FoundApp/025ac43ae13872ddcffa3fd67f77452652a4154b3
5|en_US:Scam;zh_CN:诈骗;ru_RU:Мошенник|http://file.market.xiaomi.com/download/FoundApp/095ac34aea3174dd21fa3ed674f74b20538cf7652
